,type,lon,lat
4550,European restuarant,2.356,48.858
4551,Traditional French restaurant,2.358,48.858
4552,Asian restaurant,2.357,48.857
4553,Other world restaurant,2.343,48.862
4554,Indian / Middle Eastern restaurant,2.294,48.833
4555,Indian / Middle Eastern restaurant,2.32,48.845
4556,Asian restaurant,2.328,48.895
4557,Asian restaurant,2.33,48.896
4558,Asian restaurant,2.341,48.895
4559,Traditional French restaurant,2.358,48.857
4560,European restuarant,2.328,48.876
4561,Traditional French restaurant,2.295,48.877
4562,Asian restaurant,2.294,48.877
4563,Asian restaurant,2.293,48.877
4564,Asian restaurant,2.29,48.876
4565,European restuarant,2.296,48.88
4566,European restuarant,2.291,48.884
4567,Central and South American restuarant,2.293,48.884
4568,Asian restaurant,2.294,48.882
4569,European restuarant,2.292,48.882
4570,Indian / Middle Eastern restaurant,2.347,48.891
4571,European restuarant,2.344,48.893
4572,Traditional French restaurant,2.343,48.892
4573,Asian restaurant,2.343,48.893
4574,Traditional French restaurant,2.348,48.888
4575,Traditional French restaurant,2.342,48.862
4576,Central and South American restuarant,2.342,48.862
4577,Asian restaurant,2.34,48.862
4578,Traditional French restaurant,2.34,48.864
4579,European restuarant,2.34,48.865
4580,Asian restaurant,2.35,48.862
4581,European restuarant,2.35,48.863
4582,Asian restaurant,2.349,48.863
4583,Indian / Middle Eastern restaurant,2.339,48.896
4584,Traditional French restaurant,2.333,48.894
4585,Traditional French restaurant,2.34,48.894
4586,Indian / Middle Eastern restaurant,2.338,48.893
4587,African restaurant,2.336,48.892
4588,Asian restaurant,2.335,48.891
4589,European restuarant,2.332,48.889
4590,Traditional French restaurant,2.441,48.84
4591,Traditional French restaurant,2.457,48.833
4592,Asian restaurant,2.289,48.88
4593,Traditional French restaurant,2.293,48.88
4594,Other world restaurant,2.295,48.881
4595,African restaurant,2.387,48.886
4596,European restuarant,2.394,48.886
4597,European restuarant,2.393,48.887
4598,European restuarant,2.393,48.888
4599,European restuarant,2.403,48.876
4600,European restuarant,2.405,48.877
4601,African restaurant,2.35,48.886
4602,European restuarant,2.347,48.889
4603,African restaurant,2.346,48.89
4604,Maghrebian restaurant,2.355,48.885
4605,Maghrebian restaurant,2.352,48.887
4606,European restuarant,2.352,48.887
4607,European restuarant,2.338,48.866
4608,Traditional French restaurant,2.338,48.866
4609,Traditional French restaurant,2.336,48.864
4610,Traditional French restaurant,2.337,48.865
4611,Asian restaurant,2.336,48.865
4612,Asian restaurant,2.334,48.865
4613,Asian restaurant,2.335,48.866
4614,Asian restaurant,2.335,48.866
4615,Traditional French restaurant,2.336,48.865
4616,Asian restaurant,2.337,48.867
4617,Asian restaurant,2.337,48.867
4618,Asian restaurant,2.335,48.866
4619,Asian restaurant,2.346,48.864
4620,European restuarant,2.333,48.888
4621,Traditional French restaurant,2.337,48.887
4622,Asian restaurant,2.324,48.894
4623,European restuarant,2.369,48.84
4624,Traditional French restaurant,2.337,48.885
4625,European restuarant,2.393,48.885
4626,Traditional French restaurant,2.391,48.879
4627,Asian restaurant,2.374,48.891
4628,Indian / Middle Eastern restaurant,2.318,48.886
4629,Traditional French restaurant,2.32,48.884
4630,Indian / Middle Eastern restaurant,2.32,48.886
4631,Traditional French restaurant,2.323,48.887
4632,Traditional French restaurant,2.322,48.886
4633,European restuarant,2.344,48.864
4634,Traditional French restaurant,2.343,48.856
4635,Asian restaurant,2.346,48.858
4636,Traditional French restaurant,2.334,48.863
4637,European restuarant,2.348,48.859
4638,Indian / Middle Eastern restaurant,2.32,48.891
4639,Central and South American restuarant,2.322,48.89
4640,African restaurant,2.324,48.892
4641,Traditional French restaurant,2.321,48.894
4642,European restuarant,2.327,48.887
4643,Asian restaurant,2.327,48.886
4644,European restuarant,2.295,48.855
4645,European restuarant,2.296,48.854
4646,Asian restaurant,2.29,48.854
4647,Indian / Middle Eastern restaurant,2.29,48.853
4648,Traditional French restaurant,2.288,48.853
4649,Traditional French restaurant,2.289,48.852
4650,Traditional French restaurant,2.292,48.85
4651,Maghrebian restaurant,2.293,48.85
4652,Asian restaurant,2.295,48.85
4653,Asian restaurant,2.295,48.848
4654,European restuarant,2.294,48.848
4655,European restuarant,2.298,48.847
4656,Asian restaurant,2.299,48.847
4657,African restaurant,2.381,48.887
4658,Other world restaurant,2.379,48.887
4659,Indian / Middle Eastern restaurant,2.372,48.883
4660,European restuarant,2.362,48.889
4661,African restaurant,2.364,48.891
4662,Asian restaurant,2.362,48.893
4663,Maghrebian restaurant,2.362,48.895
4664,Traditional French restaurant,2.285,48.877
4665,European restuarant,2.288,48.878
4666,Traditional French restaurant,2.285,48.878
4667,European restuarant,2.289,48.878
4668,Traditional French restaurant,2.285,48.879
4669,Traditional French restaurant,2.285,48.879
4670,Traditional French restaurant,2.284,48.878
4671,European restuarant,2.286,48.88
4672,Traditional French restaurant,2.289,48.886
4673,African restaurant,2.348,48.86
4674,European restuarant,2.345,48.86
4675,Indian / Middle Eastern restaurant,2.345,48.86
4676,European restuarant,2.345,48.86
4677,European restuarant,2.346,48.861
4678,Asian restaurant,2.344,48.861
4679,Traditional French restaurant,2.344,48.861
4680,Traditional French restaurant,2.339,48.866
4681,Traditional French restaurant,2.328,48.886
4682,Indian / Middle Eastern restaurant,2.361,48.889
4683,Asian restaurant,2.362,48.891
4684,Asian restaurant,2.361,48.891
4685,Asian restaurant,2.361,48.891
4686,Indian / Middle Eastern restaurant,2.365,48.885
4687,Asian restaurant,2.362,48.895
4688,Maghrebian restaurant,2.367,48.885
4689,European restuarant,2.302,48.847
4690,European restuarant,2.305,48.847
4691,European restuarant,2.306,48.846
4692,European restuarant,2.305,48.846
4693,European restuarant,2.306,48.847
4694,European restuarant,2.301,48.839
4695,Traditional French restaurant,2.31,48.836
4696,European restuarant,2.369,48.887
4697,European restuarant,2.346,48.891
4698,Maghrebian restaurant,2.355,48.885
4699,Traditional French restaurant,2.305,48.889
4700,Traditional French restaurant,2.299,48.885
4701,European restuarant,2.31,48.885
4702,Indian / Middle Eastern restaurant,2.313,48.881
4703,Asian restaurant,2.314,48.882
4704,European restuarant,2.315,48.882
4705,European restuarant,2.317,48.882
4706,Central and South American restuarant,2.365,48.854
4707,Traditional French restaurant,2.367,48.854
4708,Asian restaurant,2.363,48.855
4709,Traditional French restaurant,2.357,48.852
4710,Traditional French restaurant,2.367,48.856
4711,Traditional French restaurant,2.369,48.854
4712,Asian restaurant,2.387,48.885
4713,Indian / Middle Eastern restaurant,2.385,48.878
4714,Traditional French restaurant,2.385,48.879
4715,Asian restaurant,2.385,48.879
4716,Asian restaurant,2.385,48.883
4717,Asian restaurant,2.309,48.839
4718,Traditional French restaurant,2.32,48.845
4719,Traditional French restaurant,2.3,48.85
4720,European restuarant,2.3,48.85
4721,Traditional French restaurant,2.299,48.849
4722,Indian / Middle Eastern restaurant,2.315,48.844
4723,European restuarant,2.312,48.846
4724,Traditional French restaurant,2.31,48.847
4725,African restaurant,2.354,48.885
4726,African restaurant,2.355,48.887
4727,Indian / Middle Eastern restaurant,2.352,48.888
4728,African restaurant,2.352,48.889
4729,Traditional French restaurant,2.36,48.893
4730,European restuarant,2.358,48.889
4731,Traditional French restaurant,2.323,48.893
4732,Central and South American restuarant,2.32,48.891
4733,African restaurant,2.321,48.891
4734,African restaurant,2.322,48.892
4735,Traditional French restaurant,2.364,48.854
4736,Traditional French restaurant,2.343,48.872
4737,European restuarant,2.343,48.874
4738,European restuarant,2.343,48.874
4739,European restuarant,2.342,48.874
4740,Traditional French restaurant,2.342,48.875
4741,European restuarant,2.343,48.875
4742,Indian / Middle Eastern restaurant,2.343,48.875
4743,Asian restaurant,2.389,48.876
4744,European restuarant,2.375,48.892
4745,Asian restaurant,2.372,48.892
4746,Asian restaurant,2.373,48.891
4747,Asian restaurant,2.374,48.888
4748,Asian restaurant,2.378,48.888
4749,Asian restaurant,2.377,48.89
4750,African restaurant,2.299,48.881
4751,Traditional French restaurant,2.303,48.88
4752,Asian restaurant,2.301,48.884
4753,Traditional French restaurant,2.301,48.883
4754,Asian restaurant,2.299,48.883
4755,Traditional French restaurant,2.299,48.881
4756,Asian restaurant,2.297,48.883
4757,Traditional French restaurant,2.298,48.883
4758,Asian restaurant,2.297,48.884
4759,Traditional French restaurant,2.296,48.885
4760,European restuarant,2.295,48.885
4761,Asian restaurant,2.295,48.885
4762,European restuarant,2.38,48.885
4763,Maghrebian restaurant,2.371,48.879
4764,African restaurant,2.325,48.891
4765,Traditional French restaurant,2.342,48.883
4766,European restuarant,2.342,48.883
4767,European restuarant,2.347,48.886
4768,Traditional French restaurant,2.343,48.874
4769,Traditional French restaurant,2.345,48.873
4770,European restuarant,2.345,48.873
4771,Asian restaurant,2.344,48.873
4772,Indian / Middle Eastern restaurant,2.344,48.873
4773,Asian restaurant,2.343,48.873
4774,Asian restaurant,2.346,48.872
4775,European restuarant,2.346,48.872
4776,Asian restaurant,2.346,48.876
4777,Asian restaurant,2.346,48.874
4778,Asian restaurant,2.348,48.876
4779,Traditional French restaurant,2.348,48.876
4780,Indian / Middle Eastern restaurant,2.341,48.876
4781,Asian restaurant,2.34,48.876
4782,European restuarant,2.339,48.875
4783,Asian restaurant,2.34,48.876
4784,European restuarant,2.34,48.874
4785,Asian restaurant,2.378,48.891
4786,Traditional French restaurant,2.372,48.881
4787,Asian restaurant,2.374,48.884
4788,European restuarant,2.298,48.888
4789,Other world restaurant,2.306,48.888
4790,Asian restaurant,2.292,48.865
4791,Traditional French restaurant,2.29,48.865
4792,Maghrebian restaurant,2.29,48.864
4793,Asian restaurant,2.299,48.867
4794,European restuarant,2.297,48.869
4795,Asian restaurant,2.296,48.876
4796,Asian restaurant,2.295,48.877
4797,Traditional French restaurant,2.296,48.877
4798,Asian restaurant,2.385,48.898
4799,Traditional French restaurant,2.325,48.857
4800,Traditional French restaurant,2.324,48.856
4801,Traditional French restaurant,2.326,48.852
4802,Asian restaurant,2.317,48.857
4803,European restuarant,2.349,48.851
4804,Traditional French restaurant,2.35,48.851
4805,Maghrebian restaurant,2.345,48.886
4806,Other world restaurant,2.345,48.887
4807,Traditional French restaurant,2.344,48.886
4808,Asian restaurant,2.345,48.889
4809,Traditional French restaurant,2.348,48.887
4810,Asian restaurant,2.346,48.889
4811,Traditional French restaurant,2.372,48.874
4812,Traditional French restaurant,2.341,48.877
4813,European restuarant,2.319,48.849
4814,Asian restaurant,2.308,48.855
4815,Maghrebian restaurant,2.352,48.887
4816,African restaurant,2.352,48.888
4817,Asian restaurant,2.354,48.888
4818,European restuarant,2.294,48.876
4819,Traditional French restaurant,2.293,48.875
4820,Asian restaurant,2.292,48.877
4821,Traditional French restaurant,2.292,48.877
4822,Maghrebian restaurant,2.292,48.878
4823,Indian / Middle Eastern restaurant,2.29,48.878
4824,Asian restaurant,2.291,48.877
4825,Indian / Middle Eastern restaurant,2.288,48.878
4826,Maghrebian restaurant,2.286,48.878
4827,Indian / Middle Eastern restaurant,2.286,48.878
4828,Maghrebian restaurant,2.29,48.879
4829,Indian / Middle Eastern restaurant,2.288,48.88
4830,Traditional French restaurant,2.287,48.88
4831,Traditional French restaurant,2.286,48.88
4832,Traditional French restaurant,2.284,48.879
4833,Maghrebian restaurant,2.351,48.851
4834,Traditional French restaurant,2.35,48.85
4835,Asian restaurant,2.352,48.85
4836,Traditional French restaurant,2.355,48.85
4837,Maghrebian restaurant,2.355,48.849
4838,Traditional French restaurant,2.354,48.849
4839,Other world restaurant,2.349,48.849
4840,Other world restaurant,2.351,48.848
4841,Indian / Middle Eastern restaurant,2.349,48.845
4842,European restuarant,2.355,48.844
4843,Asian restaurant,2.355,48.844
4844,Asian restaurant,2.312,48.871
4845,Traditional French restaurant,2.31,48.871
4846,Traditional French restaurant,2.311,48.871
4847,Traditional French restaurant,2.312,48.872
4848,Traditional French restaurant,2.35,48.842
4849,Asian restaurant,2.348,48.859
4850,Other world restaurant,2.342,48.872
4851,European restuarant,2.352,48.867
4852,Asian restaurant,2.307,48.857
4853,Asian restaurant,2.325,48.85
4854,Traditional French restaurant,2.325,48.85
4855,Indian / Middle Eastern restaurant,2.381,48.883
4856,Traditional French restaurant,2.379,48.885
4857,Asian restaurant,2.381,48.873
4858,Traditional French restaurant,2.383,48.874
4859,Central and South American restuarant,2.381,48.875
4860,European restuarant,2.381,48.875
4861,Maghrebian restaurant,2.377,48.877
4862,Asian restaurant,2.286,48.881
4863,Traditional French restaurant,2.298,48.88
4864,Traditional French restaurant,2.304,48.882
4865,Traditional French restaurant,2.304,48.881
4866,European restuarant,2.305,48.882
4867,Asian restaurant,2.303,48.882
4868,European restuarant,2.324,48.873
4869,Maghrebian restaurant,2.384,48.855
4870,Indian / Middle Eastern restaurant,2.381,48.857
4871,Asian restaurant,2.331,48.853
4872,Traditional French restaurant,2.331,48.854
4873,Traditional French restaurant,2.331,48.853
4874,Other world restaurant,2.331,48.854
4875,Traditional French restaurant,2.337,48.854
4876,European restuarant,2.336,48.853
4877,Asian restaurant,2.335,48.853
4878,Traditional French restaurant,2.333,48.856
4879,Traditional French restaurant,2.333,48.855
4880,Asian restaurant,2.333,48.854
4881,Traditional French restaurant,2.333,48.854
4882,Traditional French restaurant,2.384,48.896
4883,Asian restaurant,2.39,48.887
4884,Caribbean restaurant,2.392,48.887
4885,Traditional French restaurant,2.392,48.888
4886,Asian restaurant,2.391,48.888
4887,European restuarant,2.394,48.887
4888,Indian / Middle Eastern restaurant,2.401,48.876
4889,Asian restaurant,2.393,48.885
4890,Asian restaurant,2.391,48.88
4891,Indian / Middle Eastern restaurant,2.392,48.879
4892,Asian restaurant,2.302,48.881
4893,Asian restaurant,2.294,48.882
4894,Traditional French restaurant,2.292,48.879
4895,Traditional French restaurant,2.294,48.88
4896,Traditional French restaurant,2.316,48.885
4897,European restuarant,2.299,48.873
4898,European restuarant,2.298,48.873
4899,Traditional French restaurant,2.3,48.874
4900,Asian restaurant,2.301,48.872
4901,Traditional French restaurant,2.3,48.873
4902,Traditional French restaurant,2.302,48.874
4903,Asian restaurant,2.303,48.872
4904,Asian restaurant,2.307,48.874
4905,Traditional French restaurant,2.309,48.874
4906,Traditional French restaurant,2.309,48.873
4907,Asian restaurant,2.309,48.872
4908,Traditional French restaurant,2.309,48.873
4909,European restuarant,2.307,48.872
4910,Indian / Middle Eastern restaurant,2.306,48.874
4911,Asian restaurant,2.305,48.871
4912,Asian restaurant,2.378,48.857
4913,Traditional French restaurant,2.375,48.855
4914,Traditional French restaurant,2.375,48.853
4915,European restuarant,2.372,48.854
4916,Asian restaurant,2.371,48.853
4917,Other world restaurant,2.369,48.858
4918,Central and South American restuarant,2.368,48.857
4919,Asian restaurant,2.368,48.857
4920,Indian / Middle Eastern restaurant,2.334,48.856
4921,Traditional French restaurant,2.329,48.859
4922,Traditional French restaurant,2.329,48.858
4923,Traditional French restaurant,2.327,48.859
4924,European restuarant,2.328,48.858
4925,Asian restaurant,2.327,48.859
4926,European restuarant,2.381,48.886
4927,Asian restaurant,2.382,48.886
4928,Central and South American restuarant,2.383,48.886
4929,African restaurant,2.382,48.887
4930,African restaurant,2.382,48.887
4931,European restuarant,2.378,48.885
4932,Maghrebian restaurant,2.379,48.892
4933,Traditional French restaurant,2.383,48.895
4934,Asian restaurant,2.381,48.894
4935,European restuarant,2.385,48.897
4936,Traditional French restaurant,2.318,48.883
4937,Asian restaurant,2.316,48.882
4938,Traditional French restaurant,2.316,48.882
4939,European restuarant,2.314,48.884
4940,Asian restaurant,2.313,48.887
4941,Traditional French restaurant,2.31,48.888
4942,Asian restaurant,2.307,48.888
4943,Traditional French restaurant,2.309,48.871
4944,Asian restaurant,2.308,48.871
4945,Asian restaurant,2.308,48.871
4946,European restuarant,2.308,48.871
4947,Traditional French restaurant,2.308,48.87
4948,Asian restaurant,2.311,48.87
4949,Traditional French restaurant,2.311,48.87
4950,Asian restaurant,2.311,48.87
4951,Traditional French restaurant,2.326,48.868
4952,Traditional French restaurant,2.369,48.859
4953,Asian restaurant,2.371,48.856
4954,Maghrebian restaurant,2.371,48.855
4955,Asian restaurant,2.372,48.855
4956,Asian restaurant,2.371,48.854
4957,Asian restaurant,2.383,48.854
4958,Asian restaurant,2.371,48.854
4959,Traditional French restaurant,2.328,48.852
4960,Traditional French restaurant,2.327,48.853
4961,Traditional French restaurant,2.321,48.856
4962,European restuarant,2.323,48.859
4963,African restaurant,2.385,48.897
4964,Asian restaurant,2.385,48.897
4965,Asian restaurant,2.372,48.899
4966,Asian restaurant,2.382,48.872
4967,Asian restaurant,2.379,48.873
4968,Asian restaurant,2.379,48.873
4969,European restuarant,2.383,48.87
4970,European restuarant,2.393,48.871
4971,Asian restaurant,2.306,48.885
4972,European restuarant,2.305,48.884
4973,European restuarant,2.308,48.885
4974,Asian restaurant,2.308,48.886
4975,Traditional French restaurant,2.314,48.883
4976,Traditional French restaurant,2.314,48.883
4977,European restuarant,2.317,48.883
4978,Asian restaurant,2.318,48.883
4979,Asian restaurant,2.318,48.883
4980,Traditional French restaurant,2.397,48.869
4981,Asian restaurant,2.329,48.869
4982,Traditional French restaurant,2.33,48.87
4983,Traditional French restaurant,2.331,48.87
4984,Asian restaurant,2.331,48.87
4985,Asian restaurant,2.335,48.869
4986,Asian restaurant,2.335,48.87
4987,Asian restaurant,2.334,48.869
4988,Traditional French restaurant,2.334,48.87
4989,Maghrebian restaurant,2.334,48.87
4990,Traditional French restaurant,2.336,48.871
4991,European restuarant,2.335,48.871
4992,Asian restaurant,2.336,48.867
4993,Traditional French restaurant,2.319,48.852
4994,Traditional French restaurant,2.32,48.848
4995,Traditional French restaurant,2.318,48.849
4996,European restuarant,2.379,48.858
4997,Caribbean restaurant,2.381,48.86
4998,European restuarant,2.382,48.859
4999,Asian restaurant,2.383,48.858
5000,Traditional French restaurant,2.318,48.86
5001,Asian restaurant,2.31,48.857
5002,Asian restaurant,2.314,48.852
5003,Maghrebian restaurant,2.309,48.858
5004,Asian restaurant,2.306,48.86
5005,Asian restaurant,2.302,48.861
5006,European restuarant,2.303,48.857
5007,Indian / Middle Eastern restaurant,2.389,48.874
5008,European restuarant,2.393,48.875
5009,Asian restaurant,2.396,48.875
5010,Asian restaurant,2.391,48.873
5011,Maghrebian restaurant,2.402,48.876
5012,Asian restaurant,2.404,48.873
5013,European restuarant,2.397,48.865
5014,Asian restaurant,2.397,48.865
5015,Traditional French restaurant,2.392,48.869
5016,Traditional French restaurant,2.391,48.869
5017,Asian restaurant,2.311,48.848
5018,Traditional French restaurant,2.312,48.853
5019,Indian / Middle Eastern restaurant,2.307,48.854
5020,Traditional French restaurant,2.31,48.857
5021,Traditional French restaurant,2.309,48.857
5022,European restuarant,2.307,48.858
5023,European restuarant,2.306,48.858
5024,European restuarant,2.305,48.855
5025,Traditional French restaurant,2.306,48.856
5026,Indian / Middle Eastern restaurant,2.38,48.862
5027,Asian restaurant,2.3,48.858
5028,European restuarant,2.301,48.861
5029,Traditional French restaurant,2.31,48.857
5030,Traditional French restaurant,2.302,48.858
5031,Traditional French restaurant,2.303,48.858
5032,Asian restaurant,2.303,48.857
5033,Traditional French restaurant,2.303,48.857
5034,European restuarant,2.305,48.87
5035,Traditional French restaurant,2.303,48.871
5036,European restuarant,2.301,48.871
5037,Traditional French restaurant,2.303,48.868
5038,European restuarant,2.387,48.84
5039,Other world restaurant,2.393,48.835
5040,Traditional French restaurant,2.386,48.834
5041,Asian restaurant,2.384,48.836
5042,Indian / Middle Eastern restaurant,2.378,48.841
5043,Indian / Middle Eastern restaurant,2.382,48.84
5044,European restuarant,2.373,48.844
5045,Asian restaurant,2.378,48.846
5046,Traditional French restaurant,2.328,48.872
5047,European restuarant,2.374,48.87
5048,European restuarant,2.31,48.839
5049,Traditional French restaurant,2.301,48.851
5050,Asian restaurant,2.298,48.859
5051,Traditional French restaurant,2.299,48.86
5052,Traditional French restaurant,2.301,48.86
5053,Central and South American restuarant,2.303,48.858
5054,Traditional French restaurant,2.324,48.872
5055,Asian restaurant,2.308,48.867
5056,Asian restaurant,2.308,48.867
5057,Indian / Middle Eastern restaurant,2.305,48.869
5058,European restuarant,2.305,48.869
5059,Traditional French restaurant,2.305,48.869
5060,Traditional French restaurant,2.305,48.87
5061,Indian / Middle Eastern restaurant,2.302,48.87
5062,Maghrebian restaurant,2.369,48.861
5063,Asian restaurant,2.371,48.862
5064,Traditional French restaurant,2.389,48.855
5065,European restuarant,2.387,48.856
5066,Traditional French restaurant,2.385,48.856
5067,Indian / Middle Eastern restaurant,2.385,48.857
5068,Asian restaurant,2.381,48.857
5069,European restuarant,2.382,48.856
5070,Traditional French restaurant,2.303,48.866
5071,European restuarant,2.304,48.876
5072,Traditional French restaurant,2.303,48.877
5073,Traditional French restaurant,2.306,48.875
5074,Traditional French restaurant,2.304,48.874
5075,Asian restaurant,2.308,48.875
5076,European restuarant,2.383,48.845
5077,Traditional French restaurant,2.383,48.846
5078,European restuarant,2.382,48.85
5079,Asian restaurant,2.38,48.849
5080,Maghrebian restaurant,2.38,48.85
5081,Traditional French restaurant,2.377,48.848
5082,Asian restaurant,2.377,48.847
5083,Traditional French restaurant,2.376,48.848
5084,European restuarant,2.377,48.848
5085,Traditional French restaurant,2.376,48.85
5086,European restuarant,2.373,48.892
5087,Maghrebian restaurant,2.374,48.874
5088,Indian / Middle Eastern restaurant,2.37,48.874
5089,Asian restaurant,2.38,48.866
5090,Asian restaurant,2.303,48.868
5091,Indian / Middle Eastern restaurant,2.303,48.867
5092,European restuarant,2.302,48.868
5093,Traditional French restaurant,2.303,48.867
5094,European restuarant,2.302,48.866
5095,Traditional French restaurant,2.3,48.869
5096,Asian restaurant,2.301,48.871
5097,Asian restaurant,2.304,48.879
5098,European restuarant,2.303,48.878
5099,Traditional French restaurant,2.284,48.836
5100,Asian restaurant,2.39,48.852
5101,European restuarant,2.379,48.852
5102,Traditional French restaurant,2.31,48.874
5103,European restuarant,2.31,48.873
5104,Asian restaurant,2.309,48.873
5105,Asian restaurant,2.308,48.872
5106,European restuarant,2.305,48.872
5107,Asian restaurant,2.309,48.871
5108,Asian restaurant,2.31,48.871
5109,Asian restaurant,2.311,48.87
5110,Asian restaurant,2.311,48.87
5111,Asian restaurant,2.311,48.87
5112,African restaurant,2.312,48.871
5113,Traditional French restaurant,2.311,48.872
5114,Asian restaurant,2.344,48.833
5115,African restaurant,2.343,48.834
5116,Traditional French restaurant,2.349,48.837
5117,Traditional French restaurant,2.35,48.837
5118,Asian restaurant,2.347,48.837
5119,European restuarant,2.345,48.835
5120,Traditional French restaurant,2.334,48.835
5121,Traditional French restaurant,2.334,48.84
5122,Traditional French restaurant,2.33,48.841
5123,Traditional French restaurant,2.329,48.842
5124,Asian restaurant,2.327,48.842
5125,Asian restaurant,2.328,48.842
5126,Traditional French restaurant,2.329,48.842
5127,Maghrebian restaurant,2.354,48.841
5128,African restaurant,2.349,48.843
5129,Traditional French restaurant,2.343,48.848
5130,Other world restaurant,2.302,48.869
5131,Asian restaurant,2.289,48.833
5132,Indian / Middle Eastern restaurant,2.29,48.836
5133,Traditional French restaurant,2.314,48.843
5134,European restuarant,2.314,48.84
5135,Traditional French restaurant,2.386,48.85
5136,Traditional French restaurant,2.388,48.85
5137,European restuarant,2.39,48.851
5138,Asian restaurant,2.394,48.849
5139,Indian / Middle Eastern restaurant,2.394,48.851
5140,European restuarant,2.393,48.852
5141,Traditional French restaurant,2.31,48.872
5142,Other world restaurant,2.308,48.871
5143,European restuarant,2.309,48.871
5144,Traditional French restaurant,2.326,48.871
5145,Indian / Middle Eastern restaurant,2.326,48.872
5146,Asian restaurant,2.324,48.872
5147,Indian / Middle Eastern restaurant,2.309,48.858
5148,Traditional French restaurant,2.31,48.86
5149,Traditional French restaurant,2.31,48.86
5150,Traditional French restaurant,2.309,48.861
5151,Indian / Middle Eastern restaurant,2.31,48.86
5152,European restuarant,2.345,48.828
5153,Traditional French restaurant,2.352,48.828
5154,Traditional French restaurant,2.351,48.828
5155,Traditional French restaurant,2.351,48.828
5156,Maghrebian restaurant,2.354,48.83
5157,European restuarant,2.353,48.83
5158,Traditional French restaurant,2.354,48.826
5159,Indian / Middle Eastern restaurant,2.353,48.83
5160,Central and South American restuarant,2.354,48.83
5161,Traditional French restaurant,2.352,48.83
5162,Traditional French restaurant,2.351,48.836
5163,Maghrebian restaurant,2.352,48.836
5164,Traditional French restaurant,2.348,48.835
5165,Asian restaurant,2.296,48.88
5166,Asian restaurant,2.388,48.835
5167,Asian restaurant,2.308,48.841
5168,European restuarant,2.304,48.841
5169,Asian restaurant,2.306,48.843
5170,Traditional French restaurant,2.32,48.831
5171,Asian restaurant,2.399,48.836
5172,Traditional French restaurant,2.394,48.839
5173,Traditional French restaurant,2.398,48.836
5174,Indian / Middle Eastern restaurant,2.399,48.836
5175,Traditional French restaurant,2.306,48.861
5176,Asian restaurant,2.309,48.839
5177,Traditional French restaurant,2.317,48.843
5178,Asian restaurant,2.319,48.845
5179,Traditional French restaurant,2.3,48.851
5180,Asian restaurant,2.298,48.85
5181,European restuarant,2.289,48.855
5182,Traditional French restaurant,2.353,48.828
5183,Maghrebian restaurant,2.354,48.827
5184,Asian restaurant,2.29,48.869
5185,European restuarant,2.317,48.889
5186,Asian restaurant,2.318,48.889
5187,Asian restaurant,2.316,48.889
5188,Traditional French restaurant,2.32,48.889
5189,Asian restaurant,2.32,48.889
5190,Asian restaurant,2.32,48.889
5191,Asian restaurant,2.317,48.825
5192,Asian restaurant,2.317,48.829
5193,Traditional French restaurant,2.315,48.832
5194,Traditional French restaurant,2.32,48.831
5195,Asian restaurant,2.317,48.833
5196,Asian restaurant,2.319,48.834
5197,European restuarant,2.32,48.835
5198,European restuarant,2.405,48.845
5199,Asian restaurant,2.404,48.847
5200,Asian restaurant,2.393,48.849
5201,Other world restaurant,2.388,48.848
5202,Asian restaurant,2.387,48.85
5203,European restuarant,2.301,48.838
5204,Asian restaurant,2.305,48.84
5205,Asian restaurant,2.311,48.836
5206,Traditional French restaurant,2.31,48.834
5207,Traditional French restaurant,2.321,48.845
5208,Indian / Middle Eastern restaurant,2.322,48.844
5209,Traditional French restaurant,2.319,48.845
5210,Asian restaurant,2.287,48.876
5211,Traditional French restaurant,2.285,48.875
5212,Traditional French restaurant,2.286,48.875
5213,Asian restaurant,2.292,48.871
5214,Traditional French restaurant,2.292,48.872
5215,European restuarant,2.292,48.872
5216,Traditional French restaurant,2.292,48.871
5217,Traditional French restaurant,2.293,48.872
5218,Traditional French restaurant,2.291,48.867
5219,Asian restaurant,2.292,48.868
5220,European restuarant,2.289,48.865
5221,European restuarant,2.271,48.845
5222,European restuarant,2.273,48.847
5223,African restaurant,2.319,48.893
5224,Traditional French restaurant,2.323,48.884
5225,Asian restaurant,2.32,48.837
5226,European restuarant,2.32,48.835
5227,Asian restaurant,2.316,48.833
5228,Traditional French restaurant,2.301,48.837
5229,Maghrebian restaurant,2.304,48.838
5230,Traditional French restaurant,2.309,48.834
5231,Asian restaurant,2.387,48.841
5232,Traditional French restaurant,2.38,48.84
5233,Asian restaurant,2.381,48.839
5234,European restuarant,2.38,48.846
5235,European restuarant,2.32,48.843
5236,Asian restaurant,2.317,48.844
5237,European restuarant,2.302,48.83
5238,Asian restaurant,2.302,48.835
5239,Traditional French restaurant,2.296,48.834
5240,Indian / Middle Eastern restaurant,2.275,48.849
5241,Traditional French restaurant,2.277,48.851
5242,Asian restaurant,2.271,48.85
5243,European restuarant,2.266,48.849
5244,Asian restaurant,2.266,48.847
5245,Asian restaurant,2.259,48.842
5246,Traditional French restaurant,2.261,48.849
5247,European restuarant,2.263,48.849
5248,Traditional French restaurant,2.265,48.85
5249,Traditional French restaurant,2.327,48.884
5250,Traditional French restaurant,2.326,48.884
5251,Other world restaurant,2.326,48.885
5252,African restaurant,2.326,48.886
